12	2241
12	13349
12	41873
12	82473
12	414853
12	755452
12	758983
12	793023
12	794748
12	806280
12	873731
12	884271
12	959551
12	1016301
12	1070441
12	1190051
12	1190411
12	1467871
12	2039131
12	2049521
12	2683161
12	3038461
12	3140001
12	3171031
12	3259651
12	3492361
12	3640861
12	3856841
12	4276531
12	4566851
12	4952751
12	5398092
12	5489892
12	5546832
12	5660922
12	5732472
12	5741242
12	5748742
12	5874452
12	5923772
12	5958242
12	6010622
12	6021402
12	6366142
12	6432582
12	6445762
12	6458452
12	6542602
12	6580272
12	6582922
12	6602832
12	6654702
12	6705822
12	6723292
12	6776022
12	6958662
12	7060312
12	7133762
12	7137922
12	7351052
12	7357552
12	7389282
12	7425482
12	7491462
12	7530452
12	7553832
12	7674792
12	7689912
12	7690552
12	7752402
12	7785872
12	7884282
12	7957942
12	7991302
12	8011432
12	8077942
12	8148022
12	8248912
12	8298392
12	8439562
12	8796392
12	9063322
12	9091282
12	9165802
12	9229252
12	9362062
12	9532292
12	9585102
12	9684452
12	9697042
12	9874412
12	10141862
12	10176722
12	10263132
12	10465032
12	10465912
12	10493922
12	10567552
12	10765102
12	10796482
12	10953492
12	11120172
12	11231302
12	11415692
12	11507072
12	11535092
12	11550142
12	11562312
12	11687802
12	11778342
12	11837022
12	11898222
12	12014702
12	12131012
12	12193642
12	12228792
12	12251202
12	12380382
12	12407332
12	12468852
12	12610112
12	12794662
12	12881872
12	13261012
12	13303052
12	13322342
12	13372502
12	13380602
12	13627332
12	13726052
12	13793152
12	13848972
12	13853882
12	14003512
12	14075282
12	14077319
12	14091335
12	14096013
12	14104008
12	14125767
12	14131924
12	14134396
12	14140508
12	14146194
12	14158689
12	14170736
12	14171722
12	14173971
12	14174854
12	14190009
12	14192129
12	14200651
12	14201182
12	14205785
12	14218648
12	14222350
12	14253565
12	14256305
12	14258049
12	14259181
12	14289553
12	14315609
12	14320742
12	14334551
12	14334833
12	14345113
12	14354476
12	14360881
12	14363106
12	14381653
12	14414532
12	14434709
12	14453722
12	14456057
12	14467883
12	14474405
12	14482437
12	14503355
12	14509951
12	14514481
12	14533581
12	14561273
12	14574853
12	14575469
12	14580374
12	14602349
12	14625446
12	14626693
12	14635274
12	14639512
12	14651801
12	14686396
